"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Sep 10 10:10:17 MSK 2024","Tue Sep 10 10:10:31 MSK 2024","13635","","org.example.tests.LoginTest","","org.example.tests.LoginTest","FillForm","User authorization","Test is designed for practice"
